row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,numPlayers,text,spellchecked,is.chitchat,playerId,target,role,type,countCorrect,speaker,submitted
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,QWwsugysdZETSqF5F,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,KmWbAeCwcagamgCTG,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,tbTZ8oZNvSzj9kCeA,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,cy6HigPTSWTac7Xqy,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,The picture looks like a man holding a bowl to his right (your left),The picture looks like a man holding a bowl to his right (your left),FALSE,qXfAnzBoZ64SMpq3Q,/experiment/tangram_D.png,speaker,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,QWwsugysdZETSqF5F,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
wJpHbZiKqpic24ScL,0,"WngXCpyr9rD53KmGB,CaeMK3XYQfCqN3SB6",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,0,0,0,6,🤔,,,KmWbAeCwcagamgCTG,/experiment/tangram_D.png,listener,message,2,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,🤔,,,KmWbAeCwcagamgCTG,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,🤔,,,cy6HigPTSWTac7Xqy,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,🤔,,,QWwsugysdZETSqF5F,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,🤔,,,tbTZ8oZNvSzj9kCeA,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,🤔,,,sSbufz2TAxmpms64o,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,The picture looks like an armless man kneeling,The picture looks like an armless man kneeling,FALSE,qXfAnzBoZ64SMpq3Q,/experiment/tangram_H.png,speaker,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,✅,,,KmWbAeCwcagamgCTG,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
95ioQM7CFsCF7H3hA,1,"HdQKnJYxv5dyEs65y,sPHbTKFxHnw59CBz3",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,1,0,1,6,✅,,,tbTZ8oZNvSzj9kCeA,/experiment/tangram_H.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,😂,,,cy6HigPTSWTac7Xqy,/experiment/tangram_A.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,The picture looks like a man lifting his leg in front of himself,The picture looks like a man lifting his leg in front of himself,FALSE,qXfAnzBoZ64SMpq3Q,/experiment/tangram_A.png,speaker,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,✅,,,cy6HigPTSWTac7Xqy,/experiment/tangram_A.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,🤔,,,tbTZ8oZNvSzj9kCeA,/experiment/tangram_A.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,✅,,,KmWbAeCwcagamgCTG,/experiment/tangram_A.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
zHRZhuDbrAGwRQ5pn,2,"RmQ6o5Mgu68eJSMhu,q6eRWMPhiiFGN3is9",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,2,0,2,6,✅,,,tbTZ8oZNvSzj9kCeA,/experiment/tangram_A.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
fTiFG8CRDvrj55fyT,3,"bEwToH889XKBFouuv,WyKx3R69RcRc7RmHM",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,3,0,3,6,The picture looks like a man sitting down with his hands on his knees.,The picture looks like a man sitting down with his hands on his knees.,FALSE,qXfAnzBoZ64SMpq3Q,/experiment/tangram_F.png,speaker,message,5,qXfAnzBoZ64SMpq3Q,TRUE
fTiFG8CRDvrj55fyT,3,"bEwToH889XKBFouuv,WyKx3R69RcRc7RmHM",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,3,0,3,6,🤔,,,cy6HigPTSWTac7Xqy,/experiment/tangram_F.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
fTiFG8CRDvrj55fyT,3,"bEwToH889XKBFouuv,WyKx3R69RcRc7RmHM",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,3,0,3,6,🤔,,,cy6HigPTSWTac7Xqy,/experiment/tangram_F.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
fTiFG8CRDvrj55fyT,3,"bEwToH889XKBFouuv,WyKx3R69RcRc7RmHM",rTdgorcZpRzAdoR3G,2022-08-10T16:38:16Z,3,0,3,6,🤔,,,QWwsugysdZETSqF5F,/experiment/tangram_F.png,listener,message,5,qXfAnzBoZ64SMpq3Q,TRUE
